Perovskite,Hill formula,Interlayer space composition,Dopant,"Dopant, wt%","Bandgap, eV",DOI,Materials Project ID,COD_ID,Springer_ID,Z,Z_MP,"a, A","b, A","c, A",Symmetry group,"d,A",a_MP,b_MP,c_MP,XRD pattern,Crystal structure,Number of octahedrons on a layer,Valence electrons,Volume,Valence Electrons Density,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,Average Pauling electronegativity,Average Mulliken electronegativity
K0.5La0.25Bi0.25Ca0.75Pb0.75Nb3O10,Bi0.25 Ca0.75 K0.5 La0.25 Nb3 O10 Pb0.75,,,,3.06,10.1016/j.jssc.2006.01.024,-1,-1,,,0,-,-,-,,,0,,,-,,-,20,0,,1.774193548,2.725806452,1.435483871,0.903225806,0.259433962,0.398584906,0.20990566,0.132075472,0.82,3.44,2.62,2.766935484,2.766935484,6.137591845
Sr3Ti2O7,O7 Sr3 Ti2,,,,3.31,10.1016/j.jssc.2006.01.024,mp-3349,1530317,,,1,3.9,3.9,29.65,I4/mmm,,3.90867599,3.9086761,10.55260473,-,,-,14,155.5913633,0.089979287,2,2.333333333,0.333333333,0,0.428571429,0.5,0.071428571,0,0.95,3.44,2.49,2.500833333,2.500833333,5.691760519
PbTiO3,O3 Pb Ti,,,,2.98,10.1016/j.jssc.2006.01.024,mp-19845,1011028,,,1,-,-,-,I4/mmm,,3.969049,3.969049,3.969049,-,,-,6,62.52581792,0.09596036,2,2.8,2.4,2.8,0.2,0.28,0.24,0.28,1.54,3.44,1.9,2.838,2.838,5.9914547
Sr5Nb4O15,Nb4 O15 Sr5,,,,4.04,10.1039/B818922F,mp-561133,8101224,,,1,,,,,,5.74585644,5.74585644,11.67169612,,,-,30,333.3024742,0.090008333,1.833333333,2.5,0.666666667,0,0.366666667,0.5,0.133333333,0,0.95,3.44,2.49,2.614583333,2.614583333,5.950564578
Ba5Nb4O15,Ba5 Nb4 O15,,,,3.91,10.1039/B818922F,mp-3563,7039788,,,1,,,,,,5.85323813,5.85323716,11.91281149,1,,-,30,353.4576006,0.08487581,1.833333333,2.5,0.666666667,0,0.366666667,0.5,0.133333333,0,0.89,3.44,2.55,2.602083333,2.602083333,5.909872615
CaLa4Ti4O15,Ca La4 O15 Ti4,,,,3.79,10.1039/B818922F,-1,-1,sd_0306542,,0,,,,,,0,,,,,-,30,0,,2,2.5,0.5,0,0.4,0.5,0.1,0,1,3.44,2.44,2.631666667,2.631666667,5.926615745
BaLa4Ti4O15,Ba La4 O15 Ti4,,,,3.85,10.1039/B818922F,mp-1228245,1526777,,,2,,,,,,5.62698752,5.62698752,22.749475,1,,-,30,623.8123076,0.096182777,2,2.5,0.5,0,0.4,0.5,0.1,0,0.89,3.44,2.55,2.627083333,2.627083333,5.910336248
La4Ti3O12,La4 O12 Ti3,,,,3.95,10.1039/B818922F,mp-3249,1526720,,,1,,,,,,9.36623491,9.36623491,9.3662351,,,-,24,238.9088818,0.100456709,2,2.526315789,0.526315789,0,0.395833333,0.5,0.104166667,0,1.1,3.44,2.34,2.647368421,2.647368421,5.952597458
CaLa4Ti4O15,Ca La4 O15 Ti4,,,,3.79,10.1039/B818922F,-1,-1,sd_0306542,,0,,,,,,0,,,,,-,30,0,,2,2.5,0.5,0,0.4,0.5,0.1,0,1,3.44,2.44,2.631666667,2.631666667,5.926615745
SrLa4Ti4O15,La4 O15 Sr Ti4,,,,3.82,10.1039/B818922F,-1,-1,sd_0306445,,0,,,,,,0,,,,,-,30,0,,2,2.5,0.5,0,0.4,0.5,0.1,0,0.95,3.44,2.49,2.629583333,2.629583333,5.918474641
BaLa4Ti4O15,Ba La4 O15 Ti4,,,,3.85,10.1039/B818922F,mp-1228245,1526777,,,2,,,,,,5.62698752,5.62698752,22.749475,,,-,30,623.8123076,0.096182777,2,2.5,0.5,0,0.4,0.5,0.1,0,0.89,3.44,2.55,2.627083333,2.627083333,5.910336248
Ba3LaNb3O12,Ba3 La Nb3 O12,,,,4.07,10.1039/B818922F,mp-1228150,-1,,,1,,,,,,9.93219031,9.93219031,9.93218995,,,-,24,275.1761179,0.087216871,1.842105263,2.526315789,0.684210526,0,0.364583333,0.5,0.135416667,0,0.89,3.44,2.55,2.623684211,2.623684211,5.952158226
Sr5Nb4O15,Nb4 O15 Sr5,,,,4.04,10.1039/B818922F,mp-561133,8101224,,,1,,,,,,5.74585644,5.74585644,11.67169612,,,-,30,333.3024742,0.090008333,1.833333333,2.5,0.666666667,0,0.366666667,0.5,0.133333333,0,0.95,3.44,2.49,2.614583333,2.614583333,5.950564578
Ba5Nb4O15,Ba5 Nb4 O15,,,,3.87,10.1039/B818922F,mp-3563,7039788,,,1,,,,,,5.85323813,5.85323716,11.91281149,,,-,30,353.4576006,0.08487581,1.833333333,2.5,0.666666667,0,0.366666667,0.5,0.133333333,0,0.89,3.44,2.55,2.602083333,2.602083333,5.909872615
K2La2Ti3O10,K2 La2 O10 Ti3,,,,3.4,10.1039/B818922F,mp-6548,-1,,,1,,,,,,15.28115725,15.28115725,15.28115725,,,-,20,229.9024861,0.086993405,1.882352941,2.352941176,0.470588235,0,0.4,0.5,0.1,0,0.82,3.44,2.62,2.521176471,2.521176471,5.689874592
Sr3Ti2O7,O7 Sr3 Ti2,,,,3.2,10.1039/B818922F,mp-3349,1530317,,,1,,,,,,3.90867599,3.9086761,10.55260473,,,-,14,155.5913633,0.089979287,2,2.333333333,0.333333333,0,0.428571429,0.5,0.071428571,0,0.95,3.44,2.49,2.500833333,2.500833333,5.691760519
Sr4Ti3O10,O10 Sr4 Ti3,,,,3.3,10.1039/B818922F,mp-31213,-1,,,1,,,,,,3.91068857,3.91068745,14.36037665,,,-,20,215.5098899,0.092803166,2,2.352941176,0.352941176,0,0.425,0.5,0.075,0,0.95,3.44,2.49,2.518823529,2.518823529,5.720303876
La2Ti2O7,La2 O7 Ti2,,,,3.8,10.1039/B818922F,mp-4423,1001022,,,2,,,,,,7.41544296,7.41544296,7.41544296,,,-,14,288.3342929,0.097109503,2,2.545454545,0.545454545,0,0.392857143,0.5,0.107142857,0,1.1,3.44,2.34,2.669090909,2.669090909,5.983197477
La4CaTi5O17,Ca La4 O17 Ti5,,,,3.8,10.1039/B818922F,-1,-1,sd_1835408,,0,,,,,,0,,,,,-,34,0,,2,2.518518519,0.518518519,0,0.397058824,0.5,0.102941176,0,1,3.44,2.44,2.651111111,2.651111111,5.954435951
BaLa4Ti4O15,Ba La4 O15 Ti4,,,,3.85,10.1039/B818922F,mp-1228245,1526777,,,2,,,,,,5.62698752,5.62698752,22.749475,,,-,30,623.8123076,0.096182777,2,2.5,0.5,0,0.4,0.5,0.1,0,0.89,3.44,2.55,2.627083333,2.627083333,5.910336248
Ca2Nb2O7,Ca2 Nb2 O7,,,,4.3,10.1039/B818922F,mp-4155,1011128,,,2,,,,,,7.48360946,7.48360946,7.48360946,,,-,14,296.3591552,0.094479956,1.818181818,2.545454545,0.727272727,0,0.357142857,0.5,0.142857143,0,1,3.44,2.44,2.661818182,2.661818182,6.053729502
Sr2Nb2O7,Nb2 O7 Sr2,,,,4,10.1039/B818922F,mp-15590,2002850,,,8,,,,,,5.80171801,7.97565209,27.3520934,,,-,14,1265.649314,0.088492127,1.818181818,2.545454545,0.727272727,0,0.357142857,0.5,0.142857143,0,0.95,3.44,2.49,2.652727273,2.652727273,6.018204682
Ba5Nb4O15,Ba5 Nb4 O15,,,,3.91,10.1039/B818922F,mp-3563,7039788,,,1,,,,,,5.85323813,5.85323716,11.91281149,,,-,30,353.4576006,0.08487581,1.833333333,2.5,0.666666667,0,0.366666667,0.5,0.133333333,0,0.89,3.44,2.55,2.602083333,2.602083333,5.909872615
SrBi2Ta2O9,Bi2 O9 Sr Ta2,,,,5.5,10.1063/1.118003,mp-554675,1521923,,,1,,,,,,12.88926011,12.88926011,12.88926011,,1,-,18,195.0320398,0.092292528,2,3,1.857142857,4,0.184210526,0.276315789,0.171052632,0.368421053,0.95,3.44,2.49,2.782142857,2.782142857,6.202161229
Sr2SnFeO6,Fe O6 Sn Sr2,,,,1.96,10.1016/j.jmmm.2017.05.058,mp-1218821,-1,,,1,,,,Fm3m,,5.690435,5.690435,4.036291,,1,-,12,130.6993427,0.091813775,2,2.6,1.6,0,0.322580645,0.419354839,0.258064516,0,0.95,3.44,2.49,2.633,2.633,5.924026067
K2La2Ti3O10,K2 La2 O10 Ti3,,,,3.63,10.1016/j.jhazmat.2011.02.064,mp-6548,-1,,,1,3.8769,3.8769,29.824,I4/mmm,,15.28115725,15.28115725,15.28115725,1,,-,20,229.9024861,0.086993405,1.882352941,2.352941176,0.470588235,0,0.4,0.5,0.1,0,0.82,3.44,2.62,2.521176471,2.521176471,5.689874592
Sn0.45K0.2H0.9La2Ti3O10,H0.9 K0.2 La2 O10 Sn0.45 Ti3,,,,2.67,10.1016/j.jhazmat.2011.02.064,-1,-1,,,0,3.808,3.808,28.87,I4/mmm,,0,,,1,,-,20,0,,1.933534743,2.471299094,0.755287009,0,0.37470726,0.478922717,0.146370023,0,0.82,3.44,2.62,2.67347432,2.67347432,6.086490604
K2La2Ti3O10,K2 La2 O10 Ti3,,N,NaN,3.59,10.1016/j.jhazmat.2011.02.064,mp-6548,-1,,,1,3.857,3.857,14.692,P4/mmm,,15.28115725,15.28115725,15.28115725,1,,-,20,229.9024861,0.086993405,1.882352941,2.352941176,0.470588235,0,0.4,0.5,0.1,0,0.82,3.44,2.62,2.521176471,2.521176471,5.689874592
Bi4Ti3O12,Bi2 O10 Ti3,,,,2.34,10.1038/ncomms1690,mp-1179025,1528445,,,0,,,,,,0,,,,,,20,0,,2,3.066666667,1.733333333,1.866666667,0.230769231,0.353846154,0.2,0.215384615,1.54,3.44,1.9,2.870666667,2.870666667,6.265278475
Bi4Ti3O12,Bi2 O10 Ti3,,Co,NaN,1.64,10.1038/ncomms1690,mp-1179025,1528445,,,0,,,,,,0,,,,,,20,0,,2,3.066666667,1.733333333,1.866666667,0.230769231,0.353846154,0.2,0.215384615,1.54,3.44,1.9,2.870666667,2.870666667,6.265278475
Sr2Ta2O7,O7 Sr2 Ta2,,,,4.6,10.1021/jp9919056,mp-13664,2106523,,,2,,,,,,13.81974189,13.81974189,5.71108702,,,,14,309.4413886,0.090485633,2,2.545454545,0.545454545,2.545454545,0.261904762,0.333333333,0.071428571,0.333333333,0.95,3.44,2.49,2.634545455,2.634545455,6.036062318
Sr2Nb2O7,Nb2 O7 Sr2,,,,3.9,10.1021/jp9919056,mp-15590,2002850,,,8,,,,,,5.80171801,7.97565209,27.3520934,,,,14,1265.649314,0.088492127,1.818181818,2.545454545,0.727272727,0,0.357142857,0.5,0.142857143,0,0.95,3.44,2.49,2.652727273,2.652727273,6.018204682
NiO,Ni O,,,,3.6,10.1021/jp9919056,mp-1180047,1010093,,,1,,,,,,2.92483936,2.92483936,3.442262,,,,2,25.50225916,0.078424425,2,2,4,0,0.25,0.25,0.5,0,1.91,3.44,1.53,2.675,2.675,5.969049875
Rb4Ta6O17,O17 Rb4 Ta6,,,,4.2,10.1021/jp9919056,-1,-1,,,0,44.2,7.92,6.46,,orthorombic,0,,,,,,34,0,,1.851851852,2.518518519,0.666666667,3.111111111,0.227272727,0.309090909,0.081818182,0.381818182,0.82,3.44,2.62,2.620740741,2.620740741,5.967297191
Rb4Nb6O17,Nb6 O17 Rb4,,,,3.55,10.1021/jp9919056,-1,-1,sd_0376709,,0,,,,,,0,,,,,,34,0,,1.62962963,2.518518519,0.888888889,0,0.323529412,0.5,0.176470588,0,0.82,3.44,2.62,2.642962963,2.642962963,5.945471191
Sr2TiO4,O4 Sr2 Ti,,,,2.54,10.1021/acscatal.8b00369,mp-5532,1517788,,,1,3.8861,3.8861,12.5922,I4/mmm,,3.8962357,3.89623532,6.87349342,1,1,,8,95.59542769,0.083686011,2,2.285714286,0.285714286,0,0.4375,0.5,0.0625,0,0.95,3.44,2.49,2.457142857,2.457142857,5.622440936
Sr1.9La0.1TiO4,La0.1 O4 Sr1.9 Ti,,,,2.32,10.1021/acscatal.8b00369,mp-5532,1517788,,,0,3.8915,3.8915,12.5895,I4/mmm,,0,,,1,1,,8,0,,2,2.285714286,0.3,0,0.436137072,0.498442368,0.065420561,0,0.95,3.44,2.49,2.459285714,2.459285714,5.625208884
Sr1.8La0.2TiO4,La0.2 O4 Sr1.8 Ti,,,,2.22,10.1021/acscatal.8b00369,mp-5532,1517788,,,0,3.8965,3.8965,12.6137,I4/mmm,,0,,,1,1,,8,0,,2,2.285714286,0.314285714,0,0.434782609,0.49689441,0.068322981,0,0.95,3.44,2.49,2.461428571,2.461428571,5.627976832
Sr1.7La0.3TiO4,La0.3 O4 Sr1.7 Ti,,,,2.16,10.1021/acscatal.8b00369,mp-5532,1517788,,,0,3.9017,3.9017,12.5935,I4/mmm,,0,,,1,1,,8,0,,2,2.285714286,0.328571429,0,0.433436533,0.495356037,0.07120743,0,0.95,3.44,2.49,2.463571429,2.463571429,5.63074478
Sr1.6La0.4TiO4,La0.4 O4 Sr1.6 Ti,,,,2.1,10.1021/acscatal.8b00369,mp-5532,1517788,,,0,3.9022,3.9022,12.6189,I4/mmm,,0,,,1,1,,8,0,,2,2.285714286,0.342857143,0,0.432098765,0.49382716,0.074074074,0,0.95,3.44,2.49,2.465714286,2.465714286,5.633512729
Sr1.5La0.5TiO4,La0.5 O4 Sr1.5 Ti,,,,2.08,10.1021/acscatal.8b00369,mp-5532,1517788,,,0,3.9044,3.9044,12.6092,I4/mmm,,0,,,1,1,,8,0,,2,2.285714286,0.357142857,0,0.430769231,0.492307692,0.076923077,0,0.95,3.44,2.49,2.467857143,2.467857143,5.636280677
CsCa2Ta3O10,Ca2 Cs O10 Ta3,,,,4.1,10.1021/jp044833d,mp-10347,1522043,,,1,3.87,3.87,15.1,P4/mmm,,3.950634,3.950634,15.513552,1,1,,20,242.1279025,0.082600972,1.9375,2.5,0.5625,2.625,0.254098361,0.327868852,0.073770492,0.344262295,0.79,3.44,2.65,2.605625,2.605625,5.970332029
Cs0.03Na0.91Ca1.97Ta3O10,Ca1.97 Cs0.03 Na0.91 O10 Ta3,1.86 H2O,,,4.3,10.1021/jp044833d,mp-1221096,7221084,,,0,3.87,3.87,17.2,P4/mmm,,0,,,1,1,,20,0,,1.940917662,2.514142049,0.565681961,2.639849151,0.253363965,0.328191664,0.073843124,0.344601247,0.79,3.44,2.65,2.623507228,2.623507228,6.02787859
Cs0.03Na0.1H0.87Ca2.11Ta3O10,H0.87 Ca2.11 Cs0.03 Na0.1 O10 Ta3,0.38 H2O,,,4.2,10.1021/jp044833d,-1,-1,,,0,3.87,3.87,14.4,P4/mmm,,0,,,1,1,,20,0,,1.937926754,2.482929857,0.558659218,2.60707635,0.255441008,0.327278678,0.073637703,0.343642612,0.79,3.44,2.65,2.671675978,2.671675978,6.224302961
HCa2Ta3O10,H Ca2 O10 Ta3,1 C6H13NH2,,,4,10.1021/jp044833d,-1,-1,,,0,3.87,3.87,28.5,P4/mmm,,0,,,1,1,,20,0,,1.9375,2.5,0.5625,2.625,0.254098361,0.327868852,0.073770492,0.344262295,1,3.44,2.44,2.69375,2.69375,6.282441298
Bi5Ti3FeO15,Bi5 Fe O15 Ti3,,,,2.62,10.1021/am505767c,mp-1217452,1521427,,,2,5.458,5.421,41.02,A21am,,5.534428,5.486071,20.96113527,1,,,30,630.9547362,0.095093985,2,3.125,2.583333333,2.916666667,0.188235294,0.294117647,0.243137255,0.274509804,1.54,3.44,1.9,2.839583333,2.839583333,6.168614471
Bi4LaTi3FeO15,Bi4 Fe La O15 Ti3,,,,2.67,10.1021/am505767c,-1,-1,,,0,5.436,5.42,41.19,A21am,,0,,,1,,,30,0,,2,3,2.208333333,2.333333333,0.209606987,0.31441048,0.231441048,0.244541485,1.1,3.44,2.34,2.80125,2.80125,6.125001305
Bi3La2Ti3FeO15,Bi3 Fe La2 O15 Ti3,,,,2.71,10.1021/am505767c,-1,-1,,,0,5.437,5.436,41.29,A21am,,0,,,1,,,30,0,,2,2.875,1.833333333,1.75,0.236453202,0.339901478,0.216748768,0.206896552,1.1,3.44,2.34,2.762916667,2.762916667,6.08138814
Bi2WO6,Bi2 O6 W,,,,2.75,10.1039/C6TC02069K,mp-554500,1528730,,,2,,,,,,8.31958214,8.31958214,8.24255817,,,,12,248.8091744,0.096459466,2,3.333333333,2.666666667,4.666666667,0.157894737,0.263157895,0.210526316,0.368421053,2.02,3.44,1.42,3.004444444,3.004444444,6.422834226
KLaTiO4,K La O4 Ti,,,,3.59,10.1023/a:1025812125852,mp-1104930,2229871,,,2,,,,,,3.870388,3.870388,13.60485,1,,,8,203.799337,0.078508597,1.857142857,2.285714286,0.428571429,0,0.40625,0.5,0.09375,0,0.82,3.44,2.62,2.46,2.46,5.58549109
KLaZr0.1Ti0.9O4,K La O4 Ti0.9 Zr0.1,,,,3.74,10.1023/a:1025812125852,mp-1104930,2229871,,,0,,,,,,0,,,1,,,8,0,,1.857142857,2.285714286,0.428571429,0,0.40625,0.5,0.09375,0,0.82,3.44,2.62,2.457,2.457,5.586660733
KLaZr0.3Ti0.7O4,K La O4 Ti0.7 Zr0.3,,,,3.82,10.1023/a:1025812125852,mp-1104931,2229872,,,0,,,,,,0,,,1,,,8,0,,1.857142857,2.285714286,0.428571429,0,0.40625,0.5,0.09375,0,0.82,3.44,2.62,2.451,2.451,5.589000019
KLaZr0.5Ti0.5O4,K La O4 Ti0.5 Zr0.5,,,,4.16,10.1023/a:1025812125852,mp-1104932,2229873,,,0,,,,,,0,,,1,,,8,0,,1.857142857,2.285714286,0.428571429,0,0.40625,0.5,0.09375,0,0.82,3.44,2.62,2.445,2.445,5.591339304
KLaZr0.7Ti0.3O4,K La O4 Ti0.3 Zr0.7,,,,3.52,10.1023/a:1025812125852,mp-1104933,2229874,,,0,,,,,,0,,,1,,,8,0,,1.857142857,2.285714286,0.428571429,0,0.40625,0.5,0.09375,0,0.82,3.44,2.62,2.439,2.439,5.59367859
KLaZrO4,K La O4 Zr,,,,3.43,10.1023/a:1025812125852,mp-1104934,2229875,,,0,,,,,,0,,,1,,,8,0,,1.857142857,2.285714286,0.428571429,0,0.40625,0.5,0.09375,0,0.82,3.44,2.62,2.43,2.43,5.597187519
K2La2Ti3O10,K2 La2 O10 Ti3,,N,NaN,3.44,10.1016/j.solmat.2009.12.020,mp-6548,-1,,,1,,,,,,15.28115725,15.28115725,15.28115725,1,1,,20,229.9024861,0.086993405,1.882352941,2.352941176,0.470588235,0,0.4,0.5,0.1,0,0.82,3.44,2.62,2.521176471,2.521176471,5.689874592
K2La2Ti3O10,K2 La2 O10 Ti3,,,,3.69,10.1016/j.solmat.2009.12.020,mp-6548,-1,,,1,3.87,3.87,29.8,I4/mmm,,15.28115725,15.28115725,15.28115725,1,1,3,20,229.9024861,0.086993405,1.882352941,2.352941176,0.470588235,0,0.4,0.5,0.1,0,0.82,3.44,2.62,2.521176471,2.521176471,5.689874592
K2La2Ti3O10,K2 La2 O10 Ti3,,,,3.78,10.1016/j.ijhydene.2010.01.022,mp-6548,-1,,,1,3.859,3.859,29.048,I4/mmm,,15.28115725,15.28115725,15.28115725,1,1,3,20,229.9024861,0.086993405,1.882352941,2.352941176,0.470588235,0,0.4,0.5,0.1,0,0.82,3.44,2.62,2.521176471,2.521176471,5.689874592
K2La2Ti2.9Fe0.1O10,Fe0.1 K2 La2 O10 Ti2.9,,,,3.2,10.1016/j.ijhydene.2010.01.022,-1,-1,,,0,3.865,3.865,29.241,,,0,,,1,,3,20,0,,1.882352941,2.352941176,0.494117647,0,0.39800995,0.497512438,0.104477612,0,0.82,3.44,2.62,2.522882353,2.522882353,5.693262943
K2La2Ti2.8Fe0.2O10,Fe0.2 K2 La2 O10 Ti2.8,,,,2.93,10.1016/j.ijhydene.2010.01.022,-1,-1,,,0,3.866,3.866,29.145,,,0,,,1,,3,20,0,,1.882352941,2.352941176,0.517647059,0,0.396039604,0.495049505,0.108910891,0,0.82,3.44,2.62,2.524588235,2.524588235,5.696651294
K2La2Ti2.7Fe0.3O10,Fe0.3 K2 La2 O10 Ti2.7,,,,2.69,10.1016/j.ijhydene.2010.01.022,-1,-1,,,0,3.871,3.871,29.241,,,0,,,1,,3,20,0,,1.882352941,2.352941176,0.541176471,0,0.39408867,0.492610837,0.113300493,0,0.82,3.44,2.62,2.526294118,2.526294118,5.700039646
K2La2Ti2.6Fe0.4O10,Fe0.4 K2 La2 O10 Ti2.6,,,,2.43,10.1016/j.ijhydene.2010.01.022,-1,-1,,,0,3.874,3.874,32.946,,,0,,,1,,3,20,0,,1.882352941,2.352941176,0.564705882,0,0.392156863,0.490196078,0.117647059,0,0.82,3.44,2.62,2.528,2.528,5.703427997
K2La2Ti2.5Fe0.5O10,Fe0.5 K2 La2 O10 Ti2.5,,,,2.41,10.1016/j.ijhydene.2010.01.022,-1,-1,,,0,-,-,-,,,0,,,1,,3,20,0,,1.882352941,2.352941176,0.588235294,0,0.390243902,0.487804878,0.12195122,0,0.82,3.44,2.62,2.529705882,2.529705882,5.706816348
K2La2Ti2.8W0.2O10,K2 La2 O10 Ti2.8 W0.2,,,,3.06,10.1016/j.ijhydene.2010.01.022,-1,-1,,,0,3.866,3.866,29.114,,,0,,,1,,3,20,0,,1.882352941,2.352941176,0.494117647,0.164705882,0.384615385,0.480769231,0.100961538,0.033653846,0.82,3.44,2.62,2.530823529,2.530823529,5.700325374
K2La2Ti2.8Ni0.2O10,K2 La2 Ni0.2 O10 Ti2.8,,,,2.12,10.1016/j.ijhydene.2010.01.022,-1,-1,,,0,3.857,3.857,29.534,,,0,,,1,,3,20,0,,1.882352941,2.352941176,0.541176471,0,0.39408867,0.492610837,0.113300493,0,0.82,3.44,2.62,2.525529412,2.525529412,5.701012087
H2SrTa2O7,H2 O7 Sr Ta2,,,,3.9,10.1039/b312620j,-1,-1,sd_1200159,,0,3.9038,3.9038,9.7742,P4/mmm,,0,,,1,,3,14,0,,1.833333333,2.333333333,0.5,2.333333333,0.261904762,0.333333333,0.071428571,0.333333333,0.95,3.44,2.49,2.7025,2.7025,6.489687615
Li2SrTa2O7,Li2 O7 Sr Ta2,,,,3.9,10.1039/b312620j,mp-6259,7221013,,,1,3.847,3.847,18.1094,I4/mmm,,3.94070066,3.94070016,9.44985323,1,,3,14,140.2230153,0.099840957,1.833333333,2.333333333,0.5,2.333333333,0.261904762,0.333333333,0.071428571,0.333333333,0.95,3.44,2.49,2.499166667,2.499166667,5.794415249
K2SrTa2O7,K2 O7 Sr Ta2,,,,3.9,10.1039/b312620j,-1,-1,,,0,3.9974,3.9974,12.133,P4/mmm,,0,,,1,,3,14,0,,1.833333333,2.333333333,0.5,2.333333333,0.261904762,0.333333333,0.071428571,0.333333333,0.82,3.44,2.62,2.4725,2.4725,5.697111803
Rb2SrTa2O7,O7 Rb2 Sr Ta2,,,,3.9,10.1039/b312620j,-1,-1,,,0,3.9727,3.9727,12.7632,P4/mmm,,0,,,1,,3,14,0,,1.833333333,2.333333333,0.5,2.333333333,0.261904762,0.333333333,0.071428571,0.333333333,0.82,3.44,2.62,2.4725,2.4725,5.68218859
KTaO3,K O3 Ta,,,,3.6,10.1039/b312620j,mp-3614,2102087,,,1,,,,,,3.99488137,3.99488137,3.99488137,,,,6,63.75462003,0.094110827,1.8,2.4,0.6,2.8,0.236842105,0.315789474,0.078947368,0.368421053,0.82,3.44,2.62,2.528,2.528,5.795229476
K6La2Ta6O21,K6 La2 O21 Ta6,,,,4,10.1021/cm050982c,-1,-1,,,0,3.9608,3.9608,21.8126,I4/mmm,,0,,,1,,,42,0,,1.828571429,2.4,0.571428571,2.4,0.253968254,0.333333333,0.079365079,0.333333333,0.82,3.44,2.62,2.524571429,2.524571429,5.788859169
H6La2Ta6O21,H6 La2 O21 Ta6,,,,4,10.1021/cm050982c,-1,-1,,,0,3.9484,3.9484,9.7742,P4/mmm,,0,,,1,,,42,0,,1.828571429,2.4,0.571428571,2.4,0.253968254,0.333333333,0.079365079,0.333333333,1.1,3.44,2.34,2.761142857,2.761142857,6.604080004
LaTa3O9,La O9 Ta3,,,,4,10.1021/cm050982c,mp-5308,1540895,,,0,,,,,,0,,,1,,,18,0,,2,2.769230769,0.769230769,3.230769231,0.228070175,0.315789474,0.087719298,0.368421053,1.1,3.44,2.34,2.812307692,2.812307692,6.364036996
H2SrTa2O7,H2 O7 Sr Ta2,,,,3.9,10.1021/cm050982c,mp-990430,-1,,,1,,,,,,9.90515426,9.90515426,9.90515426,1,,,14,150.7569695,0.092864695,1.833333333,2.333333333,0.5,2.333333333,0.261904762,0.333333333,0.071428571,0.333333333,0.95,3.44,2.49,2.7025,2.7025,6.489687615
K2Sr1.5Ta3O10,K2 O10 Sr1.5 Ta3,,,,4.1,10.1016/j.cplett.2006.12.047,-1,-1,,,0,3.9499,3.9499,17.031,P4/mmm,,0,,,1,,,20,0,,1.878787879,2.424242424,0.545454545,2.545454545,0.254098361,0.327868852,0.073770492,0.344262295,0.82,3.44,2.62,2.543333333,2.543333333,5.839827936
Sr3Ti2O7,O7 Sr3 Ti2,,,,3.2,10.1016/j.ijhydene.2005.10.005,mp-3349,1530317,,,1,,,,,,3.90867599,3.9086761,10.55260473,1,,,14,155.5913633,0.089979287,2,2.333333333,0.333333333,0,0.428571429,0.5,0.071428571,0,0.95,3.44,2.49,2.500833333,2.500833333,5.691760519
Na2Ca2Nb4O13,Ca2 Na2 Nb4 O13,,,,3.3,10.1111/jace.12122,-1,1544411,,,0,3.8918,3.882,36.127,Immm,,0,,,1,,4,26,0,,1.714285714,2.476190476,0.761904762,0,0.346153846,0.5,0.153846154,0,0.93,3.44,2.51,2.618095238,2.618095238,5.961512649
Sr2FeTaO6,Fe O6 Sr2 Ta,,,,2.01,10.1016/j.apcatb.2017.01.011,mp-31760,1528814,,,4,5.63,5.63,7.951,Pbnm,,5.667175,9.81577371,9.81532669,1,,,12,515.3235096,0.093145372,2,2.4,0.9,1.4,0.298507463,0.358208955,0.134328358,0.208955224,0.95,3.44,2.49,2.587,2.587,5.894861207
Sr3FeTaO8,Fe O8 Sr3 Ta,,,,2.21,10.1016/j.apcatb.2017.01.012,-1,-1,,,0,3.9668,5.63,20.598,I4/mmm,,0,,,1,,,16,0,,2,2.461538462,0.692307692,1.076923077,0.320987654,0.395061728,0.111111111,0.172839506,0.95,3.44,2.49,2.592307692,2.592307692,5.91547993
Sr4FeTaO9,Fe O9 Sr4 Ta,,,,2.27,10.1016/j.apcatb.2017.01.013,-1,-1,,,0,3.9493,5.63,12.727,I4/mmm,,0,,,1,,,18,0,,2,2.4,0.6,0.933333333,0.337078652,0.404494382,0.101123596,0.157303371,0.95,3.44,2.49,2.539333333,2.539333333,5.820952398
K2.33Sr0.67Nb5O14.335,K2.33 Nb5 O14.335 Sr0.67,,,,3.157,10.1016/j.ijhydene.2009.07.047,-1,-1,,,0,12.449,12.449,9.2,P4/mbm,,0,,,1,1,3,28.67,0,,1.671815536,2.567271099,0.895455563,0,0.325601674,0.5,0.174398326,0,0.82,3.44,2.62,2.680076114,2.680076114,6.037019019
H2.33Sr0.67Nb5O14.335,H2.33 Nb5 O14.335 Sr0.67,,,,3.188,10.1016/j.ijhydene.2009.07.047,-1,-1,,,0,12.449,12.449,8.11,,,0,,,1,,3,28.67,0,,1.671815536,2.567271099,0.895455563,0,0.325601674,0.5,0.174398326,0,0.95,3.44,2.49,2.824038505,2.824038505,6.533110796
